LS,TO,VBN,'',WP,UH,VBG,JJ,VBZ,--,VBP,NN,DT,PRP,:,WP$,NNPS,PRP$,WDT,(,),.,",",``,$,RB,RBR,RBS,VBD,IN,FW,RP,JJR,JJS,PDT,MD,VB,WRB,NNP,EX,NNS,SYM,CC,CD,POS,class
0,2,4,0,2,0,3,7,4,0,2,19,14,1,0,0,0,1,1,0,0,15,4,2,0,7,0,0,3,19,0,1,0,2,0,1,4,1,3,0,5,6,4,4,0,0
3,6,8,0,1,0,8,22,13,0,3,51,37,13,5,0,2,6,2,0,0,13,25,2,0,23,1,0,6,35,1,1,9,2,1,4,8,2,34,0,13,0,15,11,0,0
0,12,14,1,2,0,6,44,34,0,17,83,79,30,16,0,0,4,0,0,0,27,31,3,0,23,1,1,1,69,2,2,27,0,0,4,11,5,15,6,28,0,28,11,0,0
0,5,4,0,1,0,2,11,9,0,5,37,26,9,0,0,0,2,2,0,0,10,13,2,0,3,1,0,2,16,0,3,0,1,0,1,8,2,11,0,5,0,9,1,0,0
0,1,0,1,0,0,0,11,4,0,3,23,15,4,1,0,0,0,0,0,0,9,4,3,0,9,0,0,1,14,0,0,0,1,0,3,4,0,8,1,6,0,7,2,0,0
0,3,4,0,1,0,4,7,2,0,3,17,9,5,6,0,0,5,1,0,0,7,8,2,0,14,0,0,8,11,0,0,9,0,0,0,4,0,12,2,10,0,4,4,0,0
0,4,5,6,0,0,1,21,3,0,4,31,19,9,6,0,0,3,1,0,0,12,10,8,0,13,0,0,11,16,12,1,14,1,0,1,6,1,12,1,8,1,11,5,0,0
0,3,3,1,1,0,5,13,5,0,6,42,17,12,2,0,0,5,0,0,0,27,6,5,0,13,0,0,11,22,4,0,0,2,0,0,7,2,24,1,13,4,8,7,0,0
0,4,4,4,1,0,3,25,8,0,4,47,29,11,0,0,0,5,3,0,0,13,14,6,0,8,1,0,15,42,3,0,1,2,0,0,2,1,20,0,11,0,6,13,0,0
0,1,2,1,1,0,0,6,1,0,1,17,9,10,9,0,1,0,0,0,0,6,8,1,0,12,0,0,9,11,0,0,17,0,0,5,6,0,5,0,8,0,4,2,0,0
0,29,19,3,4,0,13,64,27,0,19,149,93,56,22,0,0,19,8,0,0,45,44,5,0,58,2,1,43,101,2,6,23,2,1,6,31,6,53,0,40,1,47,15,0,0
0,7,5,7,3,0,1,17,15,0,6,35,24,21,3,0,0,4,1,0,0,11,10,10,0,9,1,1,6,24,0,0,1,1,0,2,11,3,24,1,9,4,15,6,1,0
0,4,4,7,6,0,7,20,8,0,6,47,32,5,6,0,2,2,2,0,0,18,14,9,0,12,0,0,6,27,4,1,10,1,0,3,7,0,19,0,14,0,12,6,0,0
0,7,4,8,3,0,6,26,5,0,11,45,25,20,2,0,0,2,3,0,0,14,24,5,0,26,2,1,6,27,1,2,0,2,0,4,16,1,6,0,13,1,12,11,5,0
0,3,4,0,2,0,1,13,3,0,6,38,28,18,2,0,0,3,1,0,0,7,11,4,0,22,0,0,10,28,1,1,4,1,0,4,13,4,3,0,15,5,12,1,0,0
0,3,1,0,0,0,1,12,3,0,2,10,10,4,0,0,0,0,0,0,0,5,2,2,0,3,0,0,3,7,0,0,1,0,0,0,4,0,4,0,4,0,4,2,0,0
0,5,5,1,3,0,5,17,10,0,8,39,19,20,10,1,0,1,2,0,0,31,2,3,0,14,3,1,9,16,0,1,12,0,1,5,13,1,7,0,9,0,10,7,0,0
0,1,1,0,0,0,0,3,3,0,3,15,8,4,0,0,0,2,0,0,0,3,3,2,0,4,1,0,1,13,0,0,0,1,0,0,1,0,5,0,1,0,7,4,0,0
0,7,9,1,1,0,9,30,13,0,8,66,43,13,7,0,0,1,3,0,0,20,4,13,0,17,0,1,7,36,0,0,9,0,0,2,8,2,28,2,4,0,9,4,0,0
0,3,4,0,1,0,0,9,7,0,1,21,12,10,2,0,0,0,0,0,0,7,5,2,0,10,1,0,3,19,1,0,0,0,0,3,7,0,4,0,3,0,4,2,0,0
0,6,3,8,0,0,2,14,15,0,4,40,25,13,4,0,0,3,3,0,0,11,18,2,0,13,0,0,4,29,0,3,5,1,0,0,5,0,21,0,5,0,12,3,2,0
0,6,4,0,2,0,0,19,13,0,1,37,27,4,4,0,1,2,1,0,0,9,6,2,0,4,0,0,0,18,0,1,8,0,0,1,2,2,4,0,5,0,8,3,0,0
0,1,0,1,0,0,0,8,1,0,2,8,4,3,0,0,0,0,1,0,0,13,7,1,0,6,0,0,1,3,0,0,0,0,0,2,3,0,4,0,2,0,5,1,0,0
0,2,3,0,0,0,6,9,5,0,0,28,17,2,16,0,1,1,1,0,0,17,23,2,0,5,0,0,1,17,0,0,32,1,1,1,0,0,57,0,12,0,12,4,0,0
0,3,1,0,1,0,2,15,2,0,0,13,12,6,3,0,0,0,0,0,0,10,9,2,0,18,0,0,9,11,0,1,6,0,0,1,5,0,4,0,2,0,5,3,0,0
0,6,7,3,1,0,6,29,7,0,10,34,30,16,8,0,0,2,5,0,0,11,10,5,0,15,1,0,6,32,0,2,0,1,0,1,7,1,10,2,20,0,14,5,0,0
0,9,5,1,3,0,8,36,38,0,14,112,68,25,13,0,0,12,3,0,0,32,27,3,0,28,1,0,3,51,0,2,26,0,0,1,8,1,4,1,20,0,18,4,0,0
0,12,9,7,3,3,7,35,35,0,16,112,91,41,5,0,0,8,10,0,0,38,40,9,0,41,2,1,13,75,2,7,9,2,0,9,23,7,24,1,28,6,15,9,0,0
0,2,1,1,1,0,5,5,2,0,5,17,16,9,0,0,0,0,0,0,0,6,7,2,0,8,0,0,5,12,0,1,0,3,0,3,5,0,4,1,3,0,4,7,1,0
0,10,22,2,3,0,8,61,23,0,5,128,77,25,4,0,0,10,3,0,0,30,36,4,0,27,0,0,30,90,2,0,0,0,0,9,15,0,37,0,22,0,26,8,0,0
0,4,7,0,1,0,5,25,7,0,8,45,29,9,1,0,0,2,0,0,0,10,13,2,0,15,0,0,3,30,0,1,0,0,0,0,5,1,4,0,8,0,12,4,0,0
0,7,4,2,3,0,4,22,5,0,1,40,31,12,5,0,0,3,0,0,0,11,7,4,0,12,2,0,15,31,0,5,8,0,0,0,6,2,12,0,11,0,11,4,0,0
0,3,3,0,2,0,1,13,10,0,2,39,19,10,6,0,0,3,0,0,0,13,11,2,0,9,0,0,1,16,0,1,8,0,0,0,10,0,12,0,5,0,4,1,0,0
0,8,9,1,2,0,6,14,18,0,5,49,29,16,1,0,0,6,0,0,0,15,17,3,0,10,1,0,3,33,0,0,0,1,0,2,10,3,40,0,15,2,9,3,0,0
0,3,10,0,0,2,4,10,3,0,7,27,15,4,4,0,0,10,2,0,0,14,1,2,0,13,0,0,1,19,3,2,4,0,0,8,13,0,8,0,15,0,4,5,0,0
0,6,4,0,1,0,5,18,5,0,4,48,27,4,6,0,0,1,0,0,0,10,5,2,0,10,1,1,4,35,2,0,9,0,0,1,4,2,13,1,10,0,3,3,0,0
0,7,5,3,4,1,6,26,18,0,11,64,37,21,7,0,0,6,1,0,0,26,20,5,0,21,0,0,2,29,1,3,8,0,0,2,12,2,17,0,10,1,11,5,1,0
0,4,1,0,3,0,3,17,2,0,9,38,20,8,2,1,0,1,0,0,0,4,8,4,0,12,1,0,2,18,0,2,4,1,0,6,10,0,10,0,6,0,7,2,0,0
0,2,4,0,0,0,6,10,9,0,2,35,23,10,0,0,0,1,2,0,0,16,10,2,0,13,0,1,5,29,0,1,3,0,0,1,2,1,11,0,10,0,2,3,0,0
0,4,5,0,0,0,2,6,9,0,5,21,18,4,1,0,0,1,2,0,0,6,1,2,0,6,0,0,0,13,0,1,0,2,0,2,5,1,1,1,5,0,4,3,0,0
0,4,3,0,4,0,2,11,6,0,3,23,13,10,13,0,0,0,1,0,0,10,7,2,0,15,0,0,6,12,2,0,13,0,0,1,5,1,6,1,7,0,7,3,0,0
0,4,2,0,0,1,1,8,5,0,5,26,15,3,4,0,0,1,0,0,0,6,9,2,0,9,0,0,2,13,4,0,9,1,0,1,5,1,8,0,9,0,9,3,0,0
0,2,1,1,0,0,1,11,6,0,5,26,17,9,2,0,0,2,3,0,0,7,3,1,0,12,0,0,5,16,0,1,6,1,0,3,7,0,3,0,5,0,6,2,0,0
0,4,4,0,0,0,2,10,2,0,3,16,13,8,0,0,0,1,1,0,0,7,7,2,0,14,2,0,7,12,0,2,0,0,1,3,10,1,2,1,1,0,4,1,0,0
0,2,1,1,0,0,0,9,2,0,2,17,8,2,0,0,0,0,0,0,0,5,6,3,0,3,1,0,1,11,0,0,0,0,0,2,7,0,7,0,3,0,1,2,0,0
0,7,3,3,1,0,2,24,10,0,9,52,29,5,11,1,0,6,2,0,0,22,9,5,0,13,0,0,3,22,0,0,13,0,0,2,7,2,6,4,22,0,8,8,0,0
0,2,4,2,0,1,1,12,6,0,2,30,18,8,1,0,0,1,1,0,0,8,11,4,0,14,0,0,5,17,2,0,1,2,0,2,2,0,10,2,5,0,7,6,0,0
0,17,6,1,2,2,16,35,13,0,12,72,52,21,11,0,0,7,1,0,0,34,13,5,0,28,1,0,19,47,0,4,21,1,1,0,16,4,10,2,26,1,19,9,0,0
0,5,5,8,1,0,11,18,7,0,4,32,16,8,13,0,0,4,0,0,0,7,9,8,0,8,0,0,2,22,2,0,25,0,0,1,5,1,9,1,16,0,9,5,0,0
0,24,8,0,2,0,10,38,12,0,7,91,59,32,11,0,0,10,2,0,0,24,12,2,0,25,0,0,13,67,1,2,17,2,1,7,31,6,18,1,11,0,12,3,0,0
0,29,19,9,6,0,27,60,61,0,17,168,127,28,16,1,6,24,1,0,0,64,58,11,0,33,0,0,5,137,8,6,28,3,0,5,34,1,97,2,53,2,31,34,1,0
0,9,9,0,1,0,4,27,7,0,8,44,38,3,6,0,0,0,2,0,0,9,15,2,0,9,0,0,2,31,1,1,13,1,1,0,4,1,20,0,11,0,8,5,0,0
0,4,5,0,4,0,5,12,6,0,9,37,43,7,0,0,3,2,0,0,0,7,15,2,0,9,0,0,2,44,0,1,1,1,0,1,5,2,25,0,13,0,11,2,0,0
0,1,3,0,2,0,0,23,12,0,11,29,18,16,6,0,0,4,0,0,0,13,13,2,0,14,0,0,2,23,0,1,12,2,0,1,5,1,15,0,7,0,13,1,0,0
0,3,3,2,0,0,3,17,7,0,0,22,16,1,1,0,1,1,0,0,0,6,8,2,0,8,0,0,1,11,2,1,1,0,0,0,5,1,5,0,8,0,8,1,2,0
0,10,16,3,10,0,10,57,17,0,15,113,61,52,16,0,0,13,1,0,0,36,28,7,0,35,1,2,38,66,2,2,25,1,1,7,18,2,26,0,18,1,34,4,1,0
0,14,10,2,3,0,10,57,17,0,15,95,60,14,9,0,0,12,3,0,0,24,33,4,0,36,0,3,7,67,2,6,9,0,1,7,19,5,39,2,23,1,23,5,0,0
0,0,0,1,0,0,0,3,2,0,0,2,5,0,0,0,0,0,0,0,0,3,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
0,19,17,3,2,0,5,59,26,0,26,110,75,37,9,0,0,11,4,0,0,28,31,5,0,46,2,0,15,74,0,2,0,1,0,8,22,5,40,1,27,2,26,9,0,0
0,1,3,1,2,0,5,6,2,0,2,17,12,9,2,0,0,0,0,0,0,8,7,1,0,11,0,0,9,12,0,0,4,0,1,2,3,2,6,0,1,0,3,1,0,0
0,5,4,8,1,2,3,19,15,0,5,37,30,14,10,0,0,7,0,0,0,12,17,8,0,19,1,1,1,25,0,3,19,0,1,1,10,1,24,0,11,2,12,13,0,0
0,6,3,2,1,0,2,17,10,0,9,16,17,12,0,0,0,2,1,0,0,11,8,4,0,7,0,2,6,17,0,0,1,1,0,0,4,2,11,0,14,0,9,6,0,0
0,4,6,4,1,1,4,24,9,0,4,53,27,9,3,0,0,6,3,0,0,13,14,4,0,11,0,0,3,35,9,0,5,0,1,5,13,1,24,0,9,0,4,4,2,0
0,1,0,1,0,0,1,7,11,0,8,32,27,11,2,0,0,0,0,0,0,13,6,1,0,5,0,0,0,16,0,1,6,0,0,1,3,2,4,0,2,0,6,4,2,0
0,22,15,5,3,3,7,33,11,0,20,73,60,61,6,0,0,3,4,0,0,49,20,4,0,54,2,0,35,73,0,3,4,1,1,12,34,6,14,4,21,2,21,17,1,0
0,12,2,0,0,0,3,14,7,0,5,26,22,10,1,0,0,1,1,0,0,8,12,2,0,6,0,0,2,19,2,0,0,1,0,1,10,1,14,0,6,0,9,4,0,0
0,2,3,1,1,0,5,17,8,0,1,21,11,2,6,0,0,3,0,0,0,5,5,3,0,4,0,0,1,12,0,3,0,0,0,0,6,0,16,0,3,6,7,4,0,0
0,3,4,1,0,0,2,11,2,0,4,23,13,10,0,0,0,3,0,0,0,10,5,2,0,11,0,0,5,15,0,0,0,0,0,1,5,1,1,0,8,1,5,2,0,0
0,7,1,0,2,1,1,9,0,0,3,28,16,5,7,0,0,1,0,0,0,16,6,2,0,8,0,0,2,14,2,0,12,0,0,2,8,0,6,1,8,1,2,1,0,0
0,4,6,0,1,0,2,17,10,0,7,29,21,9,0,0,0,3,1,0,0,16,9,2,0,13,0,0,5,21,0,2,0,0,0,3,6,2,29,0,5,0,7,3,0,0
0,4,7,3,0,0,5,26,8,0,6,45,34,4,2,0,0,2,1,0,0,12,9,2,0,17,0,0,2,28,0,0,0,0,0,1,3,2,8,0,14,0,13,3,3,0
0,8,5,2,1,0,0,21,11,0,3,35,28,10,1,1,0,3,0,0,0,12,13,4,0,17,3,0,4,29,0,2,0,1,0,2,6,0,18,0,14,0,8,3,0,0
0,4,4,0,1,0,8,12,11,0,7,28,24,22,6,0,0,0,1,0,0,15,6,2,0,24,0,0,8,19,0,3,13,0,0,4,8,1,2,1,9,0,8,2,0,0
0,3,7,1,2,0,0,4,4,0,4,23,14,2,6,0,0,0,1,0,0,7,2,3,0,8,0,0,0,12,0,1,12,2,0,4,8,0,10,0,3,0,2,2,0,0
0,7,14,0,3,0,8,9,13,0,8,58,42,22,10,0,0,5,2,0,0,19,15,2,0,15,0,0,9,44,0,5,22,1,0,4,10,1,19,3,26,0,10,4,2,0
0,1,0,0,1,0,0,2,2,0,1,4,5,8,0,0,0,1,0,0,0,3,1,2,0,4,0,0,2,5,0,1,0,1,0,1,3,0,0,0,1,0,3,1,0,0
0,2,1,0,0,2,2,6,4,0,6,15,15,21,1,1,0,2,1,0,0,10,9,2,0,7,0,0,9,15,0,0,0,3,0,3,4,7,9,1,4,0,8,2,0,0
0,2,2,0,0,0,1,4,3,0,2,15,9,4,0,0,0,0,0,0,0,5,5,2,0,4,0,0,1,6,0,0,1,0,0,0,4,0,0,0,3,0,2,2,0,0
0,5,8,1,0,0,7,15,8,0,3,40,21,19,10,0,0,4,5,0,0,8,2,3,0,10,0,0,13,30,0,2,21,0,0,0,6,2,13,0,7,0,6,4,0,0
0,21,18,9,6,0,19,73,38,0,16,163,100,18,23,1,1,5,5,0,0,29,73,2,0,43,1,0,5,90,0,3,31,3,0,4,17,1,56,4,46,0,35,5,4,0
0,2,7,3,2,0,1,22,14,0,2,59,30,2,10,0,3,3,1,0,0,14,10,5,0,5,0,0,1,25,0,0,16,1,0,2,3,1,22,0,8,1,6,3,1,0
0,12,9,0,5,0,8,37,20,0,5,81,47,16,6,1,0,14,1,0,0,13,13,2,0,20,0,0,9,57,2,1,14,2,0,3,13,1,21,0,15,0,16,2,0,0
1,0,5,3,0,1,1,15,1,0,4,19,12,7,5,0,0,0,0,0,0,26,8,4,0,9,0,0,2,10,0,0,1,0,1,2,3,1,6,0,9,2,7,3,0,0
0,5,3,3,3,0,1,17,3,0,5,35,18,8,6,0,0,4,0,0,0,5,4,3,0,5,0,0,7,22,0,0,12,0,0,2,6,1,10,1,9,1,6,2,0,0
0,8,5,0,3,0,4,14,9,0,3,40,28,11,7,0,0,0,0,0,0,14,1,2,0,16,0,0,2,35,0,3,4,2,0,6,16,1,16,0,13,0,9,2,1,0
8,4,9,2,3,0,6,26,3,0,4,47,27,10,5,0,0,4,0,0,0,16,8,4,0,17,1,0,18,24,6,1,5,0,0,5,8,3,0,1,17,0,12,5,0,0
0,1,0,0,0,0,0,7,5,0,0,13,6,5,1,0,0,0,0,0,0,6,4,2,0,3,0,0,3,10,0,0,2,0,0,1,1,0,5,0,5,0,3,1,0,0
0,5,5,0,1,0,1,17,8,0,3,29,20,14,8,0,0,0,0,0,0,18,10,2,0,15,0,0,10,16,0,2,12,0,0,3,8,3,8,0,3,0,10,4,0,0
0,3,11,6,4,0,6,30,11,0,9,77,49,20,20,0,1,3,2,0,0,33,6,6,0,25,0,0,25,31,2,4,16,2,1,3,8,1,24,2,19,0,11,8,1,0
0,3,2,2,1,0,1,15,4,0,2,22,14,4,0,0,0,2,0,0,0,7,4,2,0,7,0,0,3,11,0,0,0,0,0,1,6,1,1,1,6,0,3,3,0,0
0,11,5,0,0,0,11,35,19,0,5,62,44,15,13,0,0,7,2,0,0,15,7,2,0,32,6,0,6,36,0,3,25,0,1,2,12,3,2,1,20,0,16,6,0,0
0,6,6,4,0,0,6,15,4,0,6,53,37,12,6,1,0,2,0,0,0,15,20,5,0,9,1,0,15,34,3,0,5,0,0,0,4,3,28,0,14,2,14,5,0,0
0,8,2,0,0,0,2,7,3,0,10,29,21,11,4,0,1,4,0,0,0,11,22,2,0,10,0,1,5,23,0,0,9,2,0,1,11,2,18,0,8,0,6,8,0,0
0,18,15,3,3,0,6,23,26,0,0,53,28,6,7,0,0,10,3,0,0,13,9,2,0,13,1,1,2,27,0,4,9,1,0,3,16,0,31,0,12,0,11,4,4,0
0,6,5,3,0,0,2,6,3,0,3,30,13,6,4,0,0,1,0,0,0,18,2,3,0,4,1,0,1,9,5,0,10,0,0,2,5,0,5,0,2,2,5,1,0,0
0,4,4,7,0,0,3,23,1,0,6,31,15,14,4,0,1,2,0,0,0,13,17,8,0,24,1,0,7,17,0,0,9,0,0,0,4,1,23,0,11,4,9,8,0,0
1,3,2,0,0,0,4,8,5,0,2,26,11,19,6,0,0,1,1,0,0,13,2,2,0,15,0,0,8,20,0,0,14,1,0,5,7,3,0,1,6,0,4,1,0,0
0,3,2,1,1,0,2,8,8,0,3,11,13,10,2,0,0,2,0,0,0,7,6,3,0,9,0,0,3,8,0,0,0,0,0,1,5,2,10,1,8,1,4,3,0,0
0,27,22,5,6,1,25,72,53,0,11,159,100,48,10,0,0,19,11,0,0,39,59,9,0,51,3,2,28,125,0,5,22,3,1,14,43,5,78,2,34,0,34,14,0,0
1,2,3,0,1,3,1,12,5,0,5,25,16,3,1,0,0,1,0,0,0,10,9,2,0,6,0,0,0,20,4,0,2,0,0,0,5,1,6,0,8,0,10,4,0,0
0,9,10,3,1,0,12,39,21,0,6,80,55,9,11,0,1,2,3,0,0,33,23,3,0,20,1,1,8,65,0,0,1,1,1,3,7,2,60,1,17,1,16,3,0,0
0,7,8,0,0,0,10,37,26,0,10,73,36,19,8,0,0,7,2,0,0,20,16,2,0,25,1,0,1,46,2,2,12,1,1,3,10,0,15,4,13,14,16,2,0,0
0,4,3,0,1,0,2,13,5,0,2,55,25,2,26,0,1,1,1,0,0,7,11,2,0,12,0,0,1,24,2,1,52,0,1,2,5,1,12,0,8,0,8,2,0,0
0,3,5,0,3,0,1,22,6,0,4,27,20,5,4,0,0,1,0,0,0,8,10,2,0,9,0,0,7,16,1,1,4,0,0,0,5,1,4,0,11,0,6,5,1,0
0,7,6,1,1,0,6,22,15,0,11,100,33,19,60,0,0,4,2,0,0,18,26,5,0,19,0,0,10,28,0,0,105,2,0,5,12,5,1,1,14,2,14,7,0,0
0,44,21,1,1,1,26,70,32,0,27,191,111,37,25,0,1,7,5,0,0,54,61,3,0,96,0,0,12,88,4,5,31,3,2,14,57,6,14,3,48,0,57,8,0,0
0,2,0,0,0,0,2,10,0,0,1,7,10,5,0,0,0,0,2,0,0,5,4,2,0,5,0,0,9,8,0,0,1,0,0,1,2,0,0,1,4,0,3,1,0,0
0,5,6,0,2,0,7,23,12,0,8,48,30,21,0,0,0,5,1,0,0,21,16,2,0,26,1,0,5,38,1,2,1,2,1,5,13,1,26,2,10,0,15,10,2,0
0,5,2,0,1,0,3,7,8,0,11,20,14,13,1,0,0,1,0,0,0,6,12,2,0,9,0,0,3,15,0,2,1,0,0,1,5,4,11,0,3,0,11,3,0,0
0,0,1,0,0,0,2,4,2,0,0,11,7,0,4,0,1,0,0,0,0,6,4,2,0,4,0,0,1,8,0,0,8,0,0,0,2,0,7,0,2,0,2,1,0,0
0,3,4,0,0,0,6,9,7,0,3,23,20,4,12,0,0,1,4,0,0,6,7,2,0,14,2,0,5,16,0,0,8,0,0,1,3,0,0,0,4,0,5,3,0,0
0,4,6,0,1,0,2,33,7,0,2,33,21,4,3,0,0,0,3,0,0,8,12,2,0,15,0,0,2,14,0,0,1,1,0,2,4,2,2,0,5,0,4,2,0,0
0,1,1,1,0,0,1,6,6,0,0,20,12,2,2,0,0,1,0,0,0,5,6,3,0,6,0,0,1,11,0,0,4,0,0,2,2,1,6,0,1,0,2,3,0,0
0,1,7,3,3,0,2,5,1,0,3,18,17,12,0,0,0,1,0,0,0,11,2,1,0,9,0,0,14,15,0,1,1,1,0,2,4,4,1,0,4,0,5,3,0,0
0,0,1,0,0,0,0,5,3,0,1,5,5,1,0,0,0,0,0,0,0,4,2,2,0,6,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,1,3,0,0
0,2,1,4,0,0,1,8,3,0,1,12,8,0,0,0,0,3,0,0,0,5,5,2,0,8,0,0,1,10,0,0,0,0,0,1,3,0,1,0,3,0,3,1,2,0
9,9,7,1,0,0,9,12,5,0,17,71,49,19,9,0,0,3,2,0,0,15,20,3,0,17,0,0,18,45,7,1,18,0,0,6,21,2,7,8,12,0,11,11,0,0
1,9,3,1,4,0,4,25,27,0,6,72,39,21,9,0,0,4,1,0,0,27,25,3,0,15,1,0,14,39,2,4,16,0,0,2,10,3,40,1,14,0,14,5,0,0
0,9,16,5,4,0,15,71,25,0,3,86,57,16,9,1,0,10,4,0,0,17,42,3,0,30,1,0,12,75,6,0,8,1,0,6,15,2,37,0,20,0,19,8,2,0
0,1,3,0,1,0,5,10,5,0,2,29,26,3,0,0,0,3,0,0,0,7,15,2,0,15,0,0,1,19,0,1,1,2,1,3,3,1,7,0,6,0,10,1,0,0
0,4,4,1,1,0,4,12,3,0,3,23,16,7,4,0,0,0,1,0,0,10,10,2,0,20,1,0,7,11,2,0,5,0,0,2,4,1,5,2,3,0,4,3,2,0
0,1,1,0,0,0,0,5,3,0,2,9,8,2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,1,0,0,2,0,0
0,1,0,0,1,0,0,14,3,0,0,17,9,0,9,0,0,1,0,0,0,3,3,2,0,0,0,0,0,6,0,1,8,1,0,0,1,0,2,0,5,4,3,1,0,0
0,12,6,4,4,0,8,22,11,0,11,57,45,20,6,0,0,4,4,0,0,24,15,6,0,22,0,0,13,41,0,4,12,0,0,4,15,4,14,2,18,28,11,6,1,0
0,5,5,0,0,0,7,21,9,0,10,39,28,19,3,0,0,4,0,0,0,10,6,2,0,12,1,0,1,28,0,1,5,1,0,3,5,0,2,0,12,0,10,5,0,0
0,2,2,0,0,0,1,4,2,0,1,6,4,2,0,0,0,1,0,0,0,3,3,2,0,6,0,0,2,5,0,0,0,0,1,0,3,1,2,0,2,0,1,1,0,0
0,0,0,0,1,0,1,4,3,0,0,6,7,0,0,0,0,0,0,0,0,2,3,2,0,1,0,0,0,2,0,0,0,2,0,0,0,0,2,0,3,0,1,2,0,0
0,2,0,2,1,0,1,17,11,0,2,23,22,7,0,0,0,0,1,0,0,8,9,2,0,12,1,0,1,20,2,0,0,1,1,4,7,0,7,1,16,0,10,2,0,0
0,4,5,1,0,0,2,14,3,0,5,22,18,7,0,0,0,1,2,0,0,11,3,1,0,5,1,0,3,14,0,0,1,0,0,4,9,1,5,0,10,0,3,2,0,0
0,4,0,4,1,0,1,19,18,0,6,46,21,9,7,0,0,4,0,0,0,11,18,4,0,8,1,0,1,23,1,4,12,2,3,2,5,2,7,0,13,0,12,3,2,0
1,18,21,2,1,0,12,69,31,0,25,163,95,45,14,0,1,7,4,0,0,26,36,4,0,66,0,3,16,95,9,2,32,10,1,12,34,6,35,3,31,1,32,14,0,0
0,6,3,0,0,0,5,18,6,0,6,52,50,19,1,0,0,2,1,0,0,21,19,2,0,13,0,0,16,35,0,0,3,0,0,3,15,2,15,1,13,0,7,5,0,0
0,5,3,1,3,0,1,17,6,0,1,23,17,1,0,0,0,5,1,0,0,4,6,3,0,5,0,0,0,13,3,0,0,0,0,3,5,0,7,0,4,0,2,2,0,0
0,0,0,1,0,0,2,5,5,0,0,7,8,2,0,0,0,0,1,0,0,4,1,3,0,2,0,0,0,5,0,0,0,1,0,0,0,0,4,0,3,0,1,3,0,0
0,3,3,0,2,0,4,7,3,0,4,18,16,7,2,0,0,0,0,0,0,7,11,2,0,12,1,0,5,10,0,2,0,0,0,1,3,2,4,1,3,0,4,2,0,0
2,2,4,0,0,0,2,15,7,0,6,14,16,18,0,0,0,0,2,0,0,9,4,2,0,12,0,0,7,19,4,1,0,1,0,2,8,3,11,1,5,0,7,5,0,0
0,14,6,0,1,0,4,28,22,0,14,70,50,15,15,0,1,3,2,0,0,23,28,2,0,26,0,0,2,37,0,2,28,2,0,7,21,1,7,2,23,0,13,3,0,0
0,14,6,4,3,0,9,41,26,0,6,68,36,15,11,0,0,9,3,0,0,19,28,6,0,20,0,4,2,40,2,2,18,0,0,4,15,0,53,0,12,3,14,9,0,0
0,6,4,0,1,0,3,13,1,0,2,24,17,8,2,0,0,1,0,0,0,10,9,2,0,9,1,0,10,14,0,0,1,0,0,0,10,0,1,0,5,0,6,2,0,0
0,3,5,1,1,0,6,13,15,0,9,34,28,20,0,0,0,2,0,0,0,12,21,1,0,10,0,0,4,18,0,0,1,0,1,2,8,1,1,1,6,0,9,3,0,0
0,4,4,0,0,1,5,13,1,0,6,23,18,11,0,0,1,0,2,0,0,20,10,2,0,6,0,0,8,23,0,2,0,0,2,2,9,1,17,0,11,0,6,3,0,0
0,4,9,0,2,0,3,21,5,0,4,25,17,8,4,0,0,1,1,0,0,8,4,2,0,8,0,0,1,23,0,0,9,0,0,1,5,1,11,0,10,0,5,3,0,0
0,0,1,0,0,0,1,13,2,0,1,16,11,5,7,0,0,0,0,0,0,8,2,2,0,9,1,0,4,8,0,0,2,0,0,0,2,1,3,0,4,0,1,5,0,0
2,1,3,2,0,1,3,11,9,0,6,46,23,13,6,0,1,2,1,0,0,24,7,2,0,8,1,0,10,25,0,1,11,0,0,1,4,1,14,1,10,0,9,5,0,0
0,6,7,3,3,0,5,21,17,0,7,66,36,19,8,0,0,7,3,0,0,21,37,6,0,8,1,0,3,46,0,0,18,1,1,4,9,2,52,0,13,2,8,7,0,0
0,1,2,0,0,0,0,3,5,0,2,11,6,3,2,0,0,4,0,0,0,3,3,2,0,6,0,0,1,8,0,0,0,0,0,1,4,0,5,0,3,0,3,1,0,0
0,5,3,2,1,0,1,25,10,0,5,45,27,10,8,1,0,5,0,0,0,14,11,4,0,19,0,0,2,27,2,1,9,1,0,3,8,0,19,0,7,0,8,4,0,0
0,0,2,0,0,0,1,6,3,0,1,29,16,6,3,0,0,8,2,0,0,11,4,2,0,5,0,0,9,20,0,0,5,0,1,2,2,0,2,0,7,0,4,6,3,0
0,14,16,1,0,0,11,69,27,0,17,106,67,20,8,0,0,5,2,0,0,31,17,2,0,42,0,0,4,66,1,4,19,3,2,4,20,4,51,2,32,0,35,9,1,0
0,3,9,2,1,1,5,35,10,0,7,43,32,2,6,0,0,3,2,0,0,12,20,2,0,13,3,1,1,29,7,1,0,1,0,0,4,1,20,2,12,0,7,5,0,0
